dosage_form,extraction_steps,api_stability,target_concentration,hist_rsd_precision,hist_r2_linearity,hist_recovery_accuracy,system_suitability_tailing,system_suitability_resolution,elution_type,run_time_minutes,full_validation_required
coated_tablet,2,3.0,0.187,0.564,0.999977,98.88,0.8,2.23,gradient,29.9,0
api_powder,1,7.5,0.264,0.89,0.999905,99.37,0.9,1.45,gradient,11.3,1
api_powder,3,9.7,2.9,0.963,0.999754,99.66,0.8,2.37,gradient,5.4,0
suspension,2,5.1,0.689,1.045,0.999921,100.38,1.44,3.32,isocratic,15.6,0
cream,1,2.0,1.459,1.896,0.997771,98.38,1.14,2.04,isocratic,8.4,0
coated_tablet,1,9.7,5.779,0.569,0.999263,99.85,1.51,2.44,gradient,16.7,0
api_powder,1,9.7,0.382,0.327,0.99999,101.37,1.02,2.29,isocratic,8.7,0
suspension,1,8.2,0.305,0.272,0.99999,100.12,0.96,1.47,isocratic,8.2,1
cream,0,8.7,0.588,0.419,0.999943,100.17,1.25,2.12,gradient,10.1,0
coated_tablet,1,6.6,2.117,0.838,0.99999,101.24,1.47,2.71,isocratic,6.9,0
coated_tablet,0,3.0,0.847,0.365,0.998476,98.04,0.99,1.96,isocratic,18.9,0
api_powder,4,4.8,4.74,0.77,0.999921,99.42,1.3,2.77,isocratic,14.8,0
coated_tablet,1,3.7,1.86,0.636,1.0,99.85,1.38,2.64,isocratic,10.8,0
cream,2,1.2,7.682,1.21,0.998181,100.74,1.13,2.41,isocratic,26.2,0
coated_tablet,4,4.5,0.889,0.37,0.997092,98.25,1.29,2.73,isocratic,23.1,1
api_powder,1,1.4,1.48,0.906,0.999691,101.29,0.89,2.02,isocratic,10.1,0
coated_tablet,2,9.9,1.961,2.009,0.99999,101.36,0.95,1.93,isocratic,6.9,1
cream,4,3.9,0.57,0.909,0.992702,100.0,0.93,2.85,isocratic,13.5,1
api_powder,1,7.2,2.842,1.566,0.999973,100.85,1.18,2.7,gradient,8.2,0
coated_tablet,0,7.5,0.759,0.719,0.99952,99.23,1.32,2.44,isocratic,13.6,0
suspension,2,9.0,3.998,1.373,0.999331,100.57,1.07,2.67,isocratic,6.4,0
suspension,4,8.8,0.226,0.342,0.999291,97.8,1.39,3.39,isocratic,14.8,1
suspension,2,6.8,0.779,0.669,0.999932,99.94,0.8,2.74,isocratic,15.5,0
coated_tablet,2,7.1,4.731,0.526,0.99999,98.99,0.93,1.12,isocratic,25.8,1
coated_tablet,2,3.0,0.72,0.488,1.0,100.06,1.28,1.68,isocratic,9.9,0
suspension,4,1.9,0.173,0.462,0.998759,99.19,1.04,2.4,isocratic,10.0,0
suspension,3,3.6,2.548,0.756,0.998948,100.64,1.08,1.71,isocratic,13.0,0
api_powder,1,9.4,0.846,0.669,0.99999,100.88,1.29,2.73,isocratic,14.3,0
suspension,2,1.4,1.057,1.565,0.99999,99.71,0.8,2.92,isocratic,14.3,0
suspension,1,2.3,0.575,0.465,0.999953,99.5,1.04,2.33,isocratic,7.4,0
suspension,1,4.0,1.143,0.249,0.99999,100.66,1.12,2.68,gradient,7.6,0
suspension,3,4.9,0.75,0.545,0.999132,101.23,1.0,2.59,isocratic,16.7,0
api_powder,0,2.8,0.8,0.388,0.998282,100.36,1.34,2.22,isocratic,7.8,0
suspension,1,1.7,1.229,0.242,0.99999,99.76,1.12,2.15,gradient,9.2,0
cream,3,5.0,0.51,1.184,0.997195,99.7,1.15,2.6,isocratic,15.1,0
coated_tablet,2,6.2,0.683,0.485,0.999871,100.74,0.8,1.96,isocratic,7.7,0
api_powder,2,4.6,0.133,0.607,0.999804,102.57,1.05,2.24,isocratic,8.5,0
cream,2,4.7,0.54,0.84,0.997386,99.59,1.14,2.35,isocratic,18.2,0
api_powder,2,3.4,0.76,0.62,0.999357,99.27,1.03,3.05,isocratic,10.6,0
coated_tablet,2,4.7,0.8,0.821,0.998847,100.58,0.92,2.51,isocratic,10.4,0
coated_tablet,2,3.1,0.902,0.293,0.99999,100.32,1.1,1.94,gradient,12.6,0
cream,1,7.5,0.424,0.615,0.99999,100.54,1.02,2.89,gradient,7.4,0
cream,2,4.7,0.64,1.509,0.994113,98.39,1.01,2.81,isocratic,14.2,1
coated_tablet,1,2.3,2.483,0.3,0.999858,100.55,0.8,1.54,gradient,7.9,0
coated_tablet,0,3.1,0.64,0.404,0.9983,99.42,1.44,2.7,isocratic,9.9,0
coated_tablet,1,6.7,0.24,0.21,0.999111,100.03,0.83,2.38,gradient,11.9,0
cream,3,1.8,0.902,0.148,0.99999,100.2,1.27,2.5,gradient,13.0,0
api_powder,1,6.3,1.545,0.283,0.999962,98.97,1.02,1.97,isocratic,8.0,0
coated_tablet,1,6.1,2.287,1.189,0.99999,97.6,1.61,1.68,isocratic,13.2,1
coated_tablet,2,3.5,1.1,0.641,0.998622,101.12,1.69,2.02,isocratic,6.2,0
api_powder,0,2.1,0.244,0.236,0.99999,99.59,1.26,2.75,isocratic,11.7,0
api_powder,1,9.0,0.204,1.537,0.999752,99.34,1.11,3.14,isocratic,11.5,0
coated_tablet,1,3.9,1.414,0.533,0.99999,98.62,1.37,2.63,isocratic,5.8,0
coated_tablet,2,8.4,0.827,0.483,0.999801,100.8,1.18,2.47,isocratic,9.5,0
suspension,2,4.0,1.361,1.005,0.999694,100.04,1.64,2.31,gradient,9.5,0
coated_tablet,1,3.0,0.757,0.896,0.999937,100.52,1.07,3.17,gradient,8.9,0
cream,3,2.3,1.168,0.678,0.99999,98.51,0.83,2.12,isocratic,16.5,0
coated_tablet,1,6.7,1.019,0.635,0.999948,100.25,1.09,1.52,gradient,7.1,0
cream,2,5.6,1.224,0.413,0.999819,100.31,0.86,2.3,isocratic,16.5,0
cream,1,7.4,2.556,0.549,0.999981,99.46,0.89,3.1,isocratic,6.2,0
coated_tablet,1,3.8,4.479,0.758,0.99999,98.72,1.2,2.17,isocratic,34.0,0
coated_tablet,2,8.2,0.295,1.737,0.999754,98.63,1.67,2.29,gradient,8.9,1
api_powder,1,1.1,0.55,0.26,1.0,100.05,1.41,2.42,isocratic,9.6,0
cream,2,6.5,1.891,0.47,0.9999,100.62,0.8,2.73,isocratic,36.6,0
suspension,1,2.6,1.093,0.409,0.99999,100.49,1.5,3.83,isocratic,19.2,0
api_powder,1,9.1,0.659,0.422,0.999964,99.52,0.96,1.93,gradient,16.7,0
suspension,1,5.1,0.317,0.581,0.998786,100.79,0.92,2.16,isocratic,16.7,0
api_powder,3,9.3,0.617,1.356,0.99999,100.06,0.8,1.92,isocratic,15.2,1
cream,4,5.6,3.679,0.62,0.999983,99.77,1.22,3.37,isocratic,8.8,0
coated_tablet,0,4.3,1.13,0.347,0.998741,100.99,1.22,2.64,isocratic,8.9,0
cream,2,8.4,1.623,0.722,0.99999,100.77,1.34,2.02,gradient,11.5,0
coated_tablet,1,8.0,0.246,0.444,0.999969,100.13,1.78,2.66,isocratic,4.7,0
suspension,1,3.1,0.422,0.314,0.999974,99.68,1.08,2.75,isocratic,13.0,0
cream,1,8.9,1.88,0.845,0.999002,100.98,1.36,2.61,gradient,4.9,0
coated_tablet,1,9.1,1.116,1.01,0.998934,100.21,0.81,2.25,gradient,9.9,0
cream,2,2.7,0.62,1.128,0.994734,98.9,1.65,2.85,isocratic,18.9,1
coated_tablet,2,4.5,0.98,0.05,0.998745,100.29,1.18,2.61,isocratic,14.0,0
suspension,0,8.2,0.693,0.375,0.999883,101.1,0.94,2.91,isocratic,29.8,0
cream,0,5.1,0.616,0.424,0.99992,99.5,1.16,2.09,gradient,31.1,0
api_powder,4,4.0,0.473,0.616,0.998747,99.25,0.8,2.8,isocratic,15.1,0
suspension,2,6.2,2.087,0.329,0.999776,100.59,0.89,2.76,gradient,9.0,0
coated_tablet,1,9.7,1.382,0.381,0.999045,99.65,1.4,2.5,isocratic,33.3,0
coated_tablet,1,8.5,1.544,0.685,0.99999,98.39,1.16,3.12,isocratic,15.1,0
api_powder,0,8.6,0.161,0.74,0.999989,101.09,1.08,1.46,gradient,13.1,1
suspension,2,5.7,1.662,0.55,0.99999,99.21,1.56,3.47,isocratic,10.4,0
coated_tablet,2,6.8,0.218,0.692,0.99999,101.39,0.8,2.35,gradient,13.0,0
api_powder,3,7.5,1.1,0.701,0.999722,98.19,1.31,2.1,gradient,3.9,0
coated_tablet,2,2.2,0.52,0.379,0.995856,100.26,1.34,3.51,isocratic,8.8,0
suspension,2,3.7,0.959,1.329,0.99999,100.92,1.48,1.87,gradient,10.4,0
coated_tablet,2,2.0,0.643,0.442,0.99999,102.41,0.8,1.38,isocratic,16.6,1
api_powder,1,1.0,1.87,0.962,1.0,100.29,1.77,2.71,isocratic,11.5,0
api_powder,3,6.9,1.589,0.699,0.999983,99.22,0.8,2.51,gradient,12.2,0
api_powder,0,2.0,1.38,0.519,1.0,99.57,1.38,2.24,isocratic,9.8,0
coated_tablet,2,2.3,0.263,1.4,0.999915,100.03,1.14,2.58,isocratic,5.6,0
coated_tablet,4,4.1,5.053,0.553,0.999965,100.37,1.39,2.18,gradient,14.4,0
coated_tablet,2,6.2,0.724,0.429,0.9999,99.91,1.73,2.12,isocratic,18.8,0
suspension,2,7.0,2.393,0.394,0.999833,99.57,1.07,2.77,gradient,23.4,0
suspension,2,3.2,0.346,1.569,0.999879,98.93,0.87,2.92,gradient,11.7,1
suspension,1,2.2,0.142,0.949,0.99999,101.92,1.02,2.27,isocratic,12.5,0
cream,1,4.7,0.195,0.386,0.999985,98.29,1.03,2.89,isocratic,20.5,0
suspension,1,7.2,1.706,0.98,0.99999,100.5,0.87,1.97,isocratic,6.8,0
api_powder,1,9.2,0.608,0.342,0.99996,100.75,0.83,1.96,isocratic,28.3,0
api_powder,2,5.6,0.215,0.459,0.999927,100.43,1.1,1.9,isocratic,19.8,0
coated_tablet,2,5.1,4.801,1.56,0.999983,100.12,1.41,2.63,gradient,17.6,0
cream,3,2.2,0.286,0.723,0.99999,101.09,0.82,2.2,gradient,11.1,0
suspension,2,3.8,1.19,0.714,0.998943,99.98,1.05,2.08,isocratic,9.8,0
cream,1,6.7,1.242,0.66,0.998705,100.76,1.19,3.43,gradient,24.0,1
cream,4,5.2,0.854,0.344,0.999614,100.41,1.43,2.01,gradient,29.7,0
suspension,2,7.6,0.723,0.917,0.99999,101.21,2.23,1.29,gradient,13.5,1
cream,3,8.7,1.561,0.98,0.999986,101.32,1.04,2.12,isocratic,8.5,0
coated_tablet,0,7.6,1.433,0.197,0.99999,99.81,1.17,2.3,isocratic,7.4,0
suspension,4,7.7,0.698,0.741,0.99999,102.13,1.15,2.04,gradient,4.7,1
coated_tablet,0,3.4,0.589,0.477,0.999965,99.61,1.6,2.54,gradient,12.8,0
cream,3,5.4,7.022,0.134,0.999974,101.39,1.0,2.95,isocratic,9.8,0
coated_tablet,2,1.7,0.149,0.426,0.999907,100.71,1.3,2.27,gradient,20.3,0
coated_tablet,2,8.8,1.025,0.32,0.99999,101.39,1.0,2.67,gradient,6.9,0
api_powder,2,2.3,1.427,0.636,0.998992,100.51,0.91,2.35,gradient,22.6,0
suspension,1,2.7,0.662,0.578,0.999872,101.71,1.2,2.79,isocratic,45.3,0
suspension,1,7.9,0.439,0.952,0.997861,99.0,0.82,2.85,isocratic,23.0,0
cream,3,1.3,1.16,0.957,0.990773,98.08,0.94,2.75,isocratic,10.2,1
suspension,3,1.2,0.682,1.025,0.99999,100.87,1.09,2.66,gradient,6.7,0
cream,3,2.4,1.73,1.279,0.988101,99.23,1.09,2.17,isocratic,18.2,1
coated_tablet,1,8.2,1.464,0.408,0.999817,98.88,0.8,1.84,gradient,8.8,0
api_powder,0,1.2,0.66,0.154,0.998977,99.83,0.89,2.49,isocratic,10.2,0
api_powder,1,9.6,1.417,1.366,0.999464,100.66,1.21,1.77,isocratic,20.1,0
suspension,0,4.6,0.753,0.587,0.99999,98.81,0.8,3.2,isocratic,8.0,0
suspension,0,5.8,0.738,0.426,0.999896,97.83,1.29,2.37,isocratic,14.0,1
api_powder,2,2.7,1.73,0.597,0.996808,99.02,1.48,2.46,isocratic,8.1,0
api_powder,3,9.4,0.553,1.18,0.99999,100.58,0.93,2.75,isocratic,19.0,0
cream,4,4.0,0.98,1.251,0.996301,99.26,1.19,2.06,isocratic,16.2,1
cream,1,2.5,1.542,0.657,0.998517,100.53,1.16,2.72,isocratic,11.4,0
api_powder,2,6.9,1.212,1.929,0.998006,100.5,0.8,2.78,gradient,9.1,0
cream,0,3.0,0.684,0.513,0.999947,99.73,1.25,2.38,gradient,6.5,0
coated_tablet,2,1.6,1.095,1.393,0.999983,100.98,1.05,1.63,isocratic,5.7,0
coated_tablet,3,3.5,2.055,0.206,0.99999,100.03,1.04,2.53,gradient,19.6,0
suspension,1,9.5,0.687,0.262,0.998203,100.04,1.3,2.05,isocratic,28.1,0
api_powder,1,6.4,0.821,1.235,0.99999,99.69,1.51,1.8,gradient,19.1,1
suspension,3,2.5,0.905,0.23,0.999863,100.42,0.82,3.18,isocratic,17.0,0
api_powder,0,2.8,1.27,0.773,0.99901,99.28,1.14,2.92,isocratic,7.1,0
cream,1,6.2,0.6,0.874,0.999007,100.21,1.24,2.89,isocratic,22.7,0
suspension,1,2.8,0.575,0.298,0.999428,100.47,1.31,2.43,isocratic,27.7,0
cream,3,9.7,0.081,0.739,0.99999,100.9,1.09,1.92,isocratic,10.1,1
suspension,2,6.2,2.143,0.905,0.999286,98.37,1.09,1.95,isocratic,14.3,0
coated_tablet,1,5.1,0.675,0.212,0.999329,101.27,1.13,1.76,isocratic,12.3,0
suspension,2,4.6,0.831,0.416,0.99999,100.78,1.01,2.39,isocratic,8.3,0
coated_tablet,2,2.9,0.854,0.717,0.999735,101.55,2.25,2.62,isocratic,6.7,0
coated_tablet,2,4.4,0.353,0.263,0.997377,96.69,0.97,2.81,isocratic,17.2,1
cream,1,5.0,1.221,1.091,0.99999,101.38,0.8,2.06,isocratic,17.6,0
coated_tablet,0,8.8,2.493,0.425,0.999966,101.68,0.99,2.03,gradient,6.4,0
suspension,3,8.6,1.228,1.476,0.99999,99.62,1.06,1.39,isocratic,12.1,1
coated_tablet,2,1.1,1.13,1.01,0.998357,100.63,0.85,2.43,isocratic,5.0,0
cream,4,2.6,1.23,1.164,0.994495,99.52,0.94,2.7,isocratic,10.8,0
coated_tablet,1,4.8,2.009,0.542,0.999937,100.91,1.55,2.92,gradient,15.7,0
cream,1,3.7,1.57,0.652,0.99993,99.25,1.54,2.4,gradient,9.8,0
coated_tablet,2,2.9,1.93,0.762,1.0,99.69,1.13,2.88,isocratic,12.6,0
coated_tablet,2,3.2,2.601,0.607,0.999974,99.15,1.41,3.76,isocratic,28.4,0
api_powder,2,2.8,3.803,0.716,0.999906,100.38,1.06,1.73,isocratic,23.2,0
cream,2,9.4,1.086,0.26,0.99999,99.75,1.03,2.88,isocratic,11.0,0
suspension,3,6.3,0.712,0.592,0.999919,99.57,1.47,1.79,gradient,10.7,0
suspension,1,5.9,0.735,0.434,0.999881,100.05,1.48,1.59,gradient,13.8,0
coated_tablet,2,8.9,0.703,0.497,0.99999,100.4,0.86,2.77,isocratic,7.2,0
coated_tablet,3,4.9,0.896,1.455,0.999963,101.89,1.28,2.41,isocratic,11.5,0
coated_tablet,1,6.4,2.375,0.337,0.999937,98.9,1.32,1.69,isocratic,12.4,0
suspension,2,6.2,1.138,0.865,0.999975,101.24,1.3,1.71,isocratic,14.0,0
suspension,1,9.4,1.587,0.737,0.999303,101.19,0.85,2.48,gradient,12.6,1
suspension,1,8.0,0.391,0.909,0.999908,100.09,1.18,2.35,isocratic,16.3,0
api_powder,1,8.1,3.319,0.35,0.99999,100.71,0.8,1.87,gradient,15.5,0
suspension,4,4.1,0.661,0.835,0.999905,99.75,0.8,1.84,isocratic,10.0,0
suspension,2,4.6,1.095,0.353,0.99999,102.08,1.02,3.13,isocratic,22.6,1
cream,1,6.8,3.288,0.726,0.999925,100.2,1.14,2.25,isocratic,5.1,0
coated_tablet,2,4.1,0.113,0.411,0.99999,100.09,0.95,1.54,gradient,19.9,0
suspension,2,2.9,0.915,1.893,0.99999,100.44,0.9,2.34,gradient,6.7,0
cream,3,2.8,0.66,1.307,0.999804,99.19,1.13,2.8,isocratic,19.9,0
coated_tablet,2,9.2,0.427,0.314,0.999553,99.62,1.15,1.94,gradient,15.8,0
coated_tablet,2,5.6,2.637,0.624,0.999345,99.02,0.88,1.18,isocratic,9.8,0
cream,2,1.1,1.98,0.92,0.991675,99.42,0.8,2.49,isocratic,11.9,0
api_powder,2,2.1,1.78,0.471,1.0,99.99,0.98,2.23,isocratic,8.3,0
coated_tablet,2,5.4,0.742,1.544,0.999937,100.89,1.23,2.88,gradient,16.1,0
suspension,1,7.4,0.497,0.824,0.99999,102.15,0.8,2.38,isocratic,9.6,1
coated_tablet,2,2.3,1.1,0.679,1.0,100.15,0.8,2.18,isocratic,11.7,0
cream,1,4.9,1.52,0.717,0.999789,101.94,0.8,1.59,gradient,21.2,1
coated_tablet,1,9.7,0.394,0.684,0.999807,99.49,0.91,2.95,isocratic,13.2,0
suspension,0,7.4,0.945,0.586,0.99976,101.07,1.02,2.28,isocratic,42.9,0
coated_tablet,2,4.3,2.44,1.084,0.999572,100.06,1.12,2.23,isocratic,11.4,0
api_powder,1,1.6,1.311,1.286,0.99999,99.46,1.08,1.5,isocratic,10.0,0
api_powder,2,4.7,0.41,0.412,0.999736,97.79,1.35,2.09,gradient,22.2,1
coated_tablet,1,4.6,0.314,0.425,0.999978,97.95,1.13,2.17,gradient,6.4,1
coated_tablet,4,1.2,0.304,0.575,0.999592,98.75,1.33,2.51,isocratic,11.6,0
coated_tablet,1,7.5,4.731,0.336,0.99999,101.27,1.3,2.17,isocratic,14.9,0
suspension,2,4.3,0.638,0.716,0.999886,100.19,0.88,2.98,isocratic,15.1,0
api_powder,1,1.2,1.48,0.544,1.0,99.5,1.12,2.06,isocratic,14.3,0
suspension,2,3.9,2.137,0.285,0.999601,99.93,1.44,1.8,gradient,9.9,0
cream,2,7.7,1.856,1.635,0.999932,99.08,1.27,2.92,isocratic,17.5,1
coated_tablet,1,6.4,1.168,0.514,0.999601,101.34,0.97,2.84,isocratic,5.9,0
coated_tablet,1,9.2,0.918,0.587,0.99999,98.61,0.87,2.06,isocratic,19.9,0
coated_tablet,1,9.5,0.986,0.766,0.999932,99.64,1.12,2.61,isocratic,12.7,0
coated_tablet,2,4.7,1.18,0.745,1.0,100.24,1.31,2.0,isocratic,11.9,0
suspension,2,4.7,1.176,0.848,0.999655,102.0,1.28,1.59,isocratic,7.4,0
coated_tablet,1,9.3,0.293,0.475,0.999882,99.77,0.94,2.83,isocratic,23.8,0
coated_tablet,2,7.8,0.864,0.564,0.999726,102.09,0.83,1.81,isocratic,14.6,1
cream,1,4.8,4.473,0.364,0.999915,98.3,1.06,3.29,gradient,54.5,1
cream,1,2.9,0.784,1.45,0.999979,100.22,1.2,2.68,gradient,10.0,0
cream,4,9.1,0.352,0.932,0.999984,98.8,1.06,1.78,isocratic,15.1,1
cream,2,8.5,0.497,0.43,0.99999,100.16,0.86,2.17,gradient,8.6,0
suspension,4,8.2,0.391,0.162,0.999468,99.56,1.67,1.52,isocratic,27.1,1
api_powder,1,4.1,1.139,0.253,0.99999,100.51,1.2,2.34,isocratic,11.0,0
suspension,2,6.9,1.334,0.368,0.998378,97.98,1.14,2.9,gradient,17.8,1
coated_tablet,0,8.8,0.477,0.633,0.998866,99.86,1.39,3.29,gradient,4.6,0
coated_tablet,3,6.5,1.146,0.624,0.999862,99.15,1.05,2.57,isocratic,9.3,0
api_powder,1,2.1,1.05,0.537,1.0,100.26,1.24,2.87,isocratic,12.3,0
coated_tablet,1,1.2,1.51,0.481,1.0,99.59,0.99,3.02,isocratic,12.5,0
cream,3,5.1,2.226,1.201,0.999787,101.06,0.9,2.31,isocratic,26.0,0
cream,2,8.7,0.741,1.325,0.999982,100.13,1.23,2.98,gradient,12.3,1
suspension,2,2.7,0.724,0.281,0.999842,99.8,0.92,2.16,isocratic,11.5,0
api_powder,4,8.9,0.95,1.313,0.99999,100.69,1.04,1.22,gradient,13.8,1
coated_tablet,2,3.0,0.891,0.468,0.999318,102.11,0.88,1.96,isocratic,15.4,1
coated_tablet,2,1.3,0.656,0.253,0.999366,99.64,0.95,2.05,gradient,13.2,0
coated_tablet,3,6.3,0.626,1.327,0.999914,99.03,1.07,2.12,isocratic,18.5,0
api_powder,2,2.9,0.615,0.644,0.999984,98.89,1.57,2.84,isocratic,12.5,0
cream,1,2.6,1.372,0.406,0.99999,99.08,1.06,1.86,isocratic,9.9,0
api_powder,0,8.5,0.569,2.438,0.999917,100.59,1.36,2.68,isocratic,15.8,1
coated_tablet,0,4.4,0.95,0.182,1.0,100.44,1.3,2.81,isocratic,11.1,0
coated_tablet,2,3.3,0.884,0.596,0.999962,98.77,0.83,3.06,gradient,21.3,0
suspension,4,7.1,0.564,0.653,0.99999,100.03,0.85,2.53,gradient,7.3,1
cream,2,5.9,1.112,0.781,0.999845,100.92,1.13,1.79,isocratic,8.1,0
coated_tablet,4,3.1,0.481,1.135,0.99899,100.34,0.8,2.18,gradient,13.4,0
suspension,2,1.5,1.423,1.071,0.998768,101.19,0.8,1.98,isocratic,27.4,0
cream,1,5.6,1.611,0.354,0.99923,100.99,1.5,2.72,isocratic,11.5,0
coated_tablet,1,2.8,0.566,0.447,0.99999,100.38,0.8,3.4,gradient,6.9,0
suspension,2,8.2,1.774,0.381,0.999923,97.1,1.13,2.17,gradient,20.6,1
coated_tablet,2,6.9,0.815,0.576,0.99999,99.76,1.02,2.82,gradient,20.9,0
coated_tablet,2,5.0,0.94,0.621,0.998087,100.82,1.32,2.53,isocratic,8.9,0
coated_tablet,4,4.7,0.458,0.692,0.999963,98.51,0.99,1.89,isocratic,9.9,0
suspension,0,4.5,0.495,1.245,0.999987,99.79,1.1,1.61,isocratic,14.7,0
coated_tablet,1,4.4,0.537,0.41,0.99997,100.34,1.12,2.36,isocratic,8.8,0
suspension,1,8.3,1.575,1.359,0.999855,100.03,1.1,2.8,gradient,16.8,1
coated_tablet,2,1.6,1.77,0.898,0.99968,99.95,1.16,2.31,isocratic,14.8,0
coated_tablet,2,7.0,0.175,1.077,0.998991,98.69,1.29,2.21,isocratic,9.0,0
coated_tablet,0,1.8,1.46,0.633,0.99539,100.5,1.28,1.79,isocratic,13.4,0
coated_tablet,1,4.5,1.153,0.795,0.999468,98.89,1.41,2.15,isocratic,14.1,0
coated_tablet,2,2.9,1.233,0.395,0.999836,98.0,1.62,1.65,gradient,10.2,1
coated_tablet,1,7.1,0.662,0.698,0.99999,100.29,1.17,2.02,isocratic,8.9,0
cream,2,8.1,4.919,0.45,0.999986,99.96,0.8,2.46,gradient,7.3,0
suspension,2,1.8,0.189,0.673,0.999434,101.59,0.83,1.24,isocratic,16.3,1
suspension,2,3.9,1.194,0.313,0.999668,101.48,1.47,1.83,isocratic,19.3,1
coated_tablet,2,9.2,1.624,0.908,0.999752,99.19,0.98,2.16,gradient,21.0,0
coated_tablet,2,3.5,0.535,0.633,0.99999,100.3,1.12,2.94,gradient,14.3,0
api_powder,2,2.7,2.267,0.687,0.99885,100.38,1.52,1.36,isocratic,8.6,1
api_powder,1,3.1,1.57,0.554,0.998502,100.24,1.34,3.02,isocratic,12.6,0
coated_tablet,2,8.4,1.961,0.351,0.999986,99.54,1.59,2.8,isocratic,7.6,0
coated_tablet,2,5.8,2.02,0.808,0.999556,99.46,1.05,2.58,gradient,11.7,0
coated_tablet,3,8.4,0.395,0.478,0.99999,100.3,0.92,2.15,gradient,24.4,0
suspension,3,9.6,0.099,0.175,0.999897,99.48,0.87,2.85,isocratic,14.7,0
api_powder,0,3.5,1.44,0.486,0.999098,100.82,0.8,2.41,isocratic,13.6,0
cream,2,4.6,1.09,1.249,0.994146,98.68,1.05,3.08,isocratic,11.5,1
suspension,1,1.5,0.757,0.668,0.9996,98.65,1.56,2.46,isocratic,10.9,0
suspension,1,8.6,0.717,0.512,0.999907,98.55,1.46,2.53,isocratic,12.0,0
coated_tablet,3,1.9,1.304,0.824,0.999864,101.4,1.2,2.97,gradient,30.4,0
coated_tablet,2,5.3,6.723,0.303,0.999971,100.71,1.18,2.21,gradient,24.1,0
suspension,0,4.4,0.192,0.827,0.9999,100.27,1.12,2.39,gradient,25.1,0
coated_tablet,2,7.4,0.526,0.368,0.99999,100.07,0.87,2.11,isocratic,7.2,0
suspension,2,1.9,0.95,1.316,0.999847,99.37,1.56,1.87,isocratic,13.7,1
suspension,1,8.9,0.538,0.424,0.999496,99.74,1.05,2.74,gradient,12.2,0
suspension,4,8.6,0.84,0.123,0.999813,100.27,1.08,1.67,isocratic,10.3,1
suspension,2,2.7,1.302,0.524,0.995992,99.77,0.87,2.24,gradient,12.0,0
cream,1,6.2,1.728,0.537,0.999694,101.03,1.44,2.43,isocratic,8.6,0
coated_tablet,0,3.0,0.73,0.861,0.998589,100.22,1.36,2.54,isocratic,17.0,0
coated_tablet,1,6.8,0.609,0.178,0.999057,100.65,1.31,1.48,isocratic,21.3,0
api_powder,1,4.0,1.686,0.357,0.999679,99.77,1.66,3.4,isocratic,7.9,0
coated_tablet,2,5.7,1.026,0.593,0.999779,98.69,1.27,1.71,isocratic,24.3,0
cream,2,1.4,0.433,1.517,0.999223,100.93,0.95,2.79,isocratic,16.1,0
suspension,4,5.4,1.235,0.492,0.999966,99.14,1.42,2.34,isocratic,34.0,0
coated_tablet,1,3.7,1.94,0.249,1.0,100.5,1.16,1.99,isocratic,5.9,0
coated_tablet,1,8.0,5.542,0.831,0.999835,101.96,0.8,1.98,isocratic,18.6,1
coated_tablet,3,3.3,0.477,0.566,0.999847,99.07,1.44,2.05,gradient,5.8,0
suspension,1,8.8,0.709,0.451,0.999965,100.4,0.8,2.08,isocratic,15.2,0
suspension,1,4.3,1.5,1.349,0.998001,99.95,1.49,2.19,isocratic,16.1,0
cream,2,4.5,0.402,0.943,0.99999,99.41,1.11,2.81,gradient,16.8,0
coated_tablet,2,7.7,0.411,0.341,0.999795,100.16,1.27,2.42,gradient,9.9,0
suspension,2,1.7,0.581,0.51,0.999774,98.3,1.3,2.28,gradient,19.1,0
suspension,1,1.8,3.302,1.458,0.99999,100.25,1.06,2.69,isocratic,12.7,0
api_powder,3,4.6,0.352,0.728,0.999341,100.96,1.03,3.01,gradient,17.9,0
coated_tablet,2,5.0,0.975,1.363,0.998983,99.36,0.97,2.2,isocratic,7.7,0
api_powder,3,3.2,0.847,0.376,0.999752,101.15,1.18,2.9,gradient,9.7,0
suspension,1,6.0,2.384,1.0,0.999614,100.2,1.21,1.79,isocratic,12.0,0
api_powder,2,3.6,0.314,0.381,0.999774,100.04,0.89,1.44,gradient,23.3,1
coated_tablet,1,2.2,1.804,0.866,0.999754,99.95,1.78,2.44,isocratic,5.6,0
api_powder,1,2.4,0.749,0.924,0.99956,100.33,1.01,1.52,isocratic,24.1,0
suspension,2,7.9,2.445,0.438,0.999831,99.66,1.87,2.39,gradient,16.7,1
suspension,2,7.4,1.195,0.26,0.999986,100.72,1.03,2.16,gradient,26.8,0
suspension,1,6.7,0.619,0.859,0.999868,98.87,0.93,2.17,gradient,21.2,0
coated_tablet,1,3.6,1.14,0.97,1.0,99.78,0.94,2.7,isocratic,9.5,0
coated_tablet,2,2.9,1.06,0.686,1.0,100.43,1.26,3.43,isocratic,9.4,0
coated_tablet,0,1.7,0.83,0.418,1.0,100.45,1.07,2.13,isocratic,8.5,0
cream,3,3.9,4.233,0.402,0.999683,99.04,0.8,2.86,gradient,7.3,0
cream,1,9.9,0.641,0.369,0.999261,101.63,0.89,1.44,isocratic,4.9,1
api_powder,0,1.2,1.48,0.974,0.999969,98.87,0.95,1.8,isocratic,10.1,0
